"""%s"" coupon code is not valid.","""%s"" Rabattkode ist ungültig."
"%s","%s"
"%s / %s rate:","%s / %s Kurs:"
"%s for %s","%s für %s"
"%s order(s) cannot be canceled","%s Bestellung(en) konnte(n) nicht storniert werden."
"%s order(s) have been canceled.","%s Bestellung(en) wurde(n) storniert."
"%s order(s) have been put on hold.","%s Bestellung(en) wurde(n) zurückgestellt."
"%s order(s) have been released from holding status.","%s Bestellung(en) wurde(n) wieder aufgenommen."
"%s order(s) were not put on hold.","%s Bestellung(en), die nicht zurückgestellt sind."
"%s order(s) were not released from holding status.","%s Bestellung(en) wurde(n) nicht wieder aufgenommen."
"* - Enter custom price excluding tax","* - Geben Sie den benutzerdefinierten Preis ohne Steuer ein"
"* - Enter custom price including tax","* - Geben Sie den benutzerdefinierten Preis inklusive Steuer ein"
"* Required Fields","* Pflichtfelder"
"-- Please Select --","-- Bitte auswählen --"
"-- Please Select Billing Agreement--","-- Bitte Zahlungsvereinbarung auswählen--"
"About This Order:","Über diese Bestellung:"
"About This Profile:","Über dieses Profil:"
"About Your Invoice","Informationen zu Ihrer Rechnung"
"About Your Order","Informationen zu Ihrer Bestellung"
"About Your Refund","Informationen zu Ihrer Rückerstattung"
"About Your Shipment","Informationen zu Ihrer Sendung"
"Accept Payment","Zahlung akzeptieren"
"Accept or Deny Payment","Zahlung akzeptieren oder ablehnen"
"Account Information","Kontoinformationen"
"Action","Aktion"
"Actions","Aktionen"
"Activate","Aktivieren"
"Active","Aktiv"
"Add","Hinzufügen"
"Add New Address","Neue Adresse"
"Add Order Comments","Bestellungskommentare hinzufügen"
"Add Package","Verpackung hinzufügen"
"Add Products","Artikel hinzufügen"
"Add Selected Product(s) to Option","Ausgewählte Artikel zur Option hinzufügen"
"Add Selected Product(s) to Order","Ausgewählte Artikel der Bestellung hinzufügen"
"Add Selected Product(s) to Package","Ausgewählte(s) Artikel zur Verpackung hinzufügen"
"Add To Order","Zur Bestellung hinzufügen"
"Add Tracking Number","Sendungsverfolgungs-Nummer hinzufügen"
"Add comment to order","Kommentar zur Bestellung hinzufügen"
"Add new comment to credit memo","Neuer Kommentar zur Rechnungskorrektur"
"Add new comment to shipment","Neuer Kommentar zum Versand"
"Add new tracking number","Neue Sendungsverfolgungs-Nummer"
"Add to Cart","In den Warenkorb"
"Additional Product Info","Zusätzliche Angaben zum Artikel"
"Address","Adresse"
"Address model is not defined.","Address-Modell ist nicht definiert."
"Adjustment Fee","Berichtigungsgebühr"
"Adjustment Refund","Berichtigungserstattung"
"Agreement Information","Vereinbarungsinformationen"
"Allow Reorder","Nachbestellung erlauben"
"Amount","Summe"
"Amount: %s.","Summe: %s."
"An error occurred while assigning order status. Status has not been assigned.","Bei der Zuweisung des Auftragsstatus ist ein Fehler aufgetreten. Status wurde nicht zugewiesen."
"An error occurred while creating shipping label.","Beim Erstellen des Paketaufklebers ist ein Fehler aufgetreten."
"An error occurred while saving order status. The status has not been added.","Bei der Zuweisung des Auftragsstatus ist ein Fehler aufgetreten. Der Status wurde nicht hinzugefügt."
"An error occurred while unassigning order status.","Beim Auflösen der Zuweisung des Auftragsstatus ist ein Fehler aufgetreten."
"An error occurred while updating the order address. The address has not been changed.","Beim Aktualisieren der Bestelladresse ist ein Fehler aufgetreten. Die Adresse wurde nicht geändert."
"An item option with code %s already exists.","Eine Artikeloption mit dem Kode %s existiert bereits."
"Anchor Custom Title","Kundenspezifischen Titel festlegen"
"Append Comments","Kommentare anhängen"
"Apply","Anwenden"
"Apply Coupon Code","Rabattkode einlösen"
"Approved the payment online.","Zahlung online akzeptiert."
"Are you sure you want to accept this payment?","Sind Sie sicher, dass Sie diese Zahlung akzeptieren wollen?"
"Are you sure you want to cancel this order?","Sind Sie sicher, dass Sie diese Bestellung stornieren wollen?"
"Are you sure you want to delete all items from shopping cart?","Sind Sie sicher, dass alle Artikel aus Ihrem Warenkorb entfernt werden sollen?"
"Are you sure you want to deny this payment?","Sind Sie sicher, dass Sie diese Zahlung ablehnen wollen?"
"Are you sure you want to do this?","Sind Sie sicher, dass Sie das tun wollen?"
"Are you sure you want to send Creditmemo email to customer?","Sind Sie sicher, dass Sie ein Gutschrift-eMail an den Kunden schicken wollen?"
"Are you sure you want to send Invoice email to customer?","Sind Sie sicher, dass Sie ein Rechnungs-eMail an den Kunden schicken wollen?"
"Are you sure you want to send Shipment email to customer?","Sind Sie sicher, dass Sie ein Versand-eMail an den Kunden schicken wollen?"
"Are you sure you want to send order email to customer?","Sind Sie sicher, dass Sie ein Bestellungs-eMail an den Kunden schicken wollen?"
"Are you sure you want to void the payment?","Sind Sie sicher, dass Sie die Zahlung aufheben wollen?"
"Are you sure?","Sind Sie sicher?"
"Are you sure? This order will be canceled and a new one will be created instead","Sind Sie sicher? Diese Bestellung wird storniert und stattdessen eine neue erstellt."
"Assign Order Status to State","Bestell-Status einen Zustand zuweisen"
"Assign Status to State","Status einen Zustand zuweisen"
"Assignment Information","Informationen zur Zuweisung"
"At least a payment ID must be set.","Es muss mindestens eine Zahlungs-ID gesetzt sein."
"Authorization","Bewilligung"
"Authorized amount of %s.","Bewilligte Summe von %s."
"Authorizing amount of %s is pending approval on gateway.","Bewilligung des Betrags %s ausstehend - warte auf Genehmigung vom Gateway."
"Back","Zurück"
"Back to Billing Agreements","Zurück zu den Zahlungsvereinbarungen"
"Back to My Orders","Zurück zu meinen Bestellungen"
"Back to Recurring Profiles","Zurück zu den wiederkehrenden Leistungen"
"Backordered","Wird nachgeliefert"
"Bestsellers","Meist verkaufte"
"Bill to Name","Rechnung an"
"Billing","Rechnungsstellung"
"Billing Address","Rechnungsadresse"
"Billing Agreement","Zahlungsfreigabe"
"Billing Agreement # %s","Zahlungsfreigabe Nr. %s"
"Billing Agreement #%s","Zahlungsfreigabe Nr. %s"
"Billing Agreement View","Zahlungsfreigabe Ansicht"
"Billing Agreements","Zahlungsfreigaben"
"Billing Last Name","Nachname in der Rechnung"
"Billing ZIP Code","PLZ in der Rechnung"
"Buy %s for price %s","Kaufen Sie %s zum Preis von %s"
"CSV","CSV"
"Cancel","Stornieren"
"Cancel credit memo","Rechnungskorrektur stornieren"
"Cancel invoice","Rechnung stornieren"
"Cancel order","Bestellung stornieren"
"Canceled","Storniert"
"Canceled order offline.","Stornierte Bestellung offline."
"Canceled order online.","Stornierte Bestellung online."
"Cannot add order history.","Bestellungshistorie kann nicht hinzugefügt werden."
"Cannot create an empty shipment.","Es kann kein leerer Versand erstellt werden."
"Cannot determine the field name.","Feldname kann nicht bestimmt werden."
"Cannot do invoice for order.","Rechnung für Bestellung kann nicht erstellt werden."
"Cannot do shipment for order.","Versand für Bestellung kann nicht durchgeführt werden."
"Cannot get order instance","Bestellungsinstanz kann nicht gefunden werden."
"Cannot get the order instance.","Die Bestellungsinstanz kann nicht gefunden werden."
"Cannot register an existing credit memo.","Eine bereits existierende Rechnungskorrektur kann nicht nochmals registriert werden."
"Cannot register existing invoice","Eine bereits existierende Rechnung kann nicht nochmals registriert werden."
"Cannot register existing shipment","Eine bereits existierende Sendung kann nicht nochmals registriert werden."
"Cannot send shipment information.","Kann Versandinformation nicht senden."
"Capture","Erfassung"
"Capture Amount","Betrag erfassen"
"Capture Invoice","Rechnung erfassen"
"Capture Offline","Offline erfassen"
"Capture Online","Online erfassen"
"Capture invoice","Rechnung erfassen"
"Captured amount of %s online.","Erfasster Betrag von %s online."
"Capturing amount of %s is pending approval on gateway.","Erfasster Betrag in Höhe von %s wartet auf Freigabe am Gateway."
"Carrier","Versanddienstleister"
"Carrier/Method","Versender/Versandmethode"
"Change status, add comments","Status ändern, Kommentare hinzufügen"
"Changing address information will not recalculate shipping, tax or other order amount.","Das Ändern der Adressdaten löst keine Neuberechnung von Versandkosten, Steuern oder anderen Bestellbeträgen aus."
"Checkout Totals Sort Order","Reihenfolge der Gesamtbeträge des Bezahlvorgangs"
"City","Stadt"
"Clear Shopping Cart","Warenkorb leeren"
"Click to change shipping method","Klicken Sie, um die Versandart zu ändern"
"Close","Schließen"
"Closed","Geschlossen"
"Comma-separated.","Komma-getrennt."
"Comment","Kommentar"
"Comment Text","Kommentartext"
"Comments","Kommentare"
"Comments History","Kommentarverlauf"
"Company","Firma"
"Complete","Vollständig"
"Configure","Konfigurieren"
"Configure and Add to Order","Konfigurieren und zum Auftrag hinzufügen"
"Contents","Inhalte"
"Continue","Fortsetzen"
"Controls whether customer IP is shown in orders, invoices, shipments, credit memos.","Soll die IP-Adresse des Kunden in Bestellungen, Rechnungen, Lieferscheinen und Rechnungskorrekturen angezeigt werden?"
"Country","Land"
"Coupons","Gutscheine"
"Create","Anlegen"
"Create New Customer","Neuer Kunde"
"Create New Order","Neue Bestellung"
"Create New Order Status","Neuer Auftragsstatus"
"Create New Order for %s","Neue Bestellung für %s anlegen"
"Create New Order for %s in %s","Neue Bestellung für %s in %s anlegen"
"Create New Order for New Customer","Neue Bestellung für Neukunden anlegen"
"Create New Order for New Customer in %s","Neue Bestellung für Neukunden in %s anlegen"
"Create New Status","Neuer Status"
"Create Order","Bestellung anlegen"
"Create Packages","Verpackungen erstellen"
"Create Shipment","Versand starten"
"Create Shipping Label","Paketaufkleber erstellen"
"Create Shipping Label...","Paketaufkleber erstellen…"
"Create new credit memo for order","Neue Rechnungskorrektur für Bestellung"
"Create new invoice for order","Neue Rechnung für Bestellung"
"Create new shipment for order","Neuer Versand für Bestellung"
"Create...","Erstelle..."
"Created At","Angelegt am"
"Created billing agreement #%s.","Rechnungsvereinbarung Nr. %s erstellt."
"Created:","Erstellt:"
"Credit Memo","Rechnungskorrektur"
"Credit Memo #","Rechnungskorrektur Nr. "
"Credit Memo # ","Rechnungskorrektur Nr. "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Rechnungskorrektur Nr. %1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Rechnungskorrektur Kommentar eMail-Absender"
"Credit Memo Comment Email Template","Rechnungskorrektur Kommentar eMail-Vorlage"
"Credit Memo Comment Email Template for Guest","Rechnungskorrektur Kommentar eMail-Vorlage für Gast"
"Credit Memo Comments","Rechnungskorrektur Kommentare"
"Credit Memo Email Sender","Rechnungskorrektur eMail-Absender"
"Credit Memo Email Template","Rechnungskorrektur eMail-Vorlage"
"Credit Memo Email Template for Guest","Rechnungskorrektur eMail-Vorlage für Gäste"
"Credit Memo Update","Rechnungskorrektur Aktualisierung"
"Credit Memo Update for Guest","Rechnungskorrektur Aktualisierung für Gäste"
"Credit Memos","Rechnungskorrekturen"
"Credit memo #%s comment added","Kommentar zu Rechnungskorrektur Nr. %s hinzugefügt"
"Credit memo #%s created","Rechnungskorrektur Nr. %s erstellt"
"Credit memo canceling problem.","Fehler beim Stornieren der Rechnungskorrektur."
"Credit memo cannot be canceled.","Rechnungskorrektur konnte nicht storniert werden."
"Credit memo has been created automatically","Rechnungskorrektur wurde automatisch erstellt."
"Custom Price","Sonderpreis"
"Custom Value","Eigener Wert"
"Customer","Kunde"
"Customer Can Define Start Date","Kunde kann den Starttermin festlegen"
"Customer Email","eMail-Adresse des Kunden"
"Customer Group","Kundengruppe"
"Customer Last Name","Nachname"
"Customer Middle Name","Mittelname"
"Customer My Account Order Creditmemo View","Kunde - Mein Konto - Rechnungskorrekturen Übersicht"
"Customer My Account Order History","Kunde - Mein Konto - Bestellverlauf"
"Customer My Account Order Invoice View","Kunde - Mein Konto - Rechnungsübersicht"
"Customer My Account Order Shipment View","Kunde - Mein Konto - Versand Übersicht"
"Customer My Account Order View","Kunde - Mein Konto - Bestellübersicht"
"Customer Name","Vorname"
"Customer\'s Current Activities","Aktuelle Aktionen des Kunden"
"Customs Value","Zollwert"
"Date","Datum"
"Date Shipped","Versanddatum"
"Default Status","Status (voreingestellt)"
"Default Template","Vorlage (voreingestellt)"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If you see image distortion in PDF, try to use larger image","Standardlogo, wird in PDF- und HTML-Dokumenten verwendet.<br />(jpeg, tiff, png) Wenn Sie eine Bildverzerrung im PDF feststellen, versuchen Sie es mit einem größeren Bild."
"Delete","Löschen"
"Delete Package","Verpackung löschen"
"Denied the payment online.","Bezahlung online verweigert."
"Deny Payment","Bezahlung verweigern"
"Description Message","Beschreibungsmitteilung"
"Discount","Rabatt"
"Discount (%s)","Rabatt (%s)"
"Discount Amount","Rabattbetrag"
"Display Order ID in Header","Bestellnummer im Dokumenten-Kopf anzeigen"
"Edit","Bearbeiten"
"Edit Order #%s","Bestellung Nr. %s bearbeiten"
"Edit Order %s %s Address","Bestelladresse %s %s bearbeiten"
"Edit Order Status","Auftragsstatus bearbeiten"
"Email","eMail"
"Email Address","eMail-Adresse"
"Email Copy of Credit Memo","eMail-Kopie der Rechnungskorrektur"
"Email Copy of Invoice","eMail-Kopie der Rechnung"
"Email Copy of Shipment","eMail-Kopie der Versandinformationen"
"Email Order Confirmation","eMail mit Auftragsbestätigung"
"Enable","Aktivieren"
"Enable Recurring Profile","Wiederkehrende Leistungen verwenden"
"Enabled","Aktiviert"
"Enter the billing last name and email/ZIP as in the order billing address","Geben Sie den Nachnamen und die eMail/PLZ wie auf der Rechnungsadresse in der Bestellung ein."
"Entered data is incorrect. Please try again.","Die eingegebenen Daten sind inkorrekt. Bitte nochmal versuchen."
"Error to Show in Shopping Cart","Fehler beim Anzeigen im Warenkorb"
"Excel XML","Excel-XML"
"Excl. Tax","ohne Steuern"
"Expired","Abgelaufen"
"Explanation","Erklärung"
"Failed to cancel the billing agreement.","Aufhebung von Zahlungsvereinbarung fehlgeschlagen."
"Failed to create billing agreement for this order.","Erstellen von Zahlungsvereinbarung für diese Bestellung fehlgeschlagen."
"Failed to finish billing agreement wizard.","Abschließen von Zahlungsvereinbarung Assistent fehlgeschlagen."
"Failed to send the order email.","Senden der Auftrags-eMail fehlgeschlagen."
"Failed to start billing agreement wizard.","Start von Zahlungsvereinbarung-Assistent fehlgeschlagen."
"Failed to update the payment.","Aktualisieren der Zahlung fehlgeschlagen."
"Failed to update the profile.","Aktualisierung des Profils fehlgeschlagen."
"Failed to void the payment.","Aufheben der Zahlung fehlgeschlagen."
"Fetch","Holen"
"File extension not known or unsupported type in the following shipment: %s","Dateierweiterung ist unbekannt oder wird nicht unterstützt bei der folgenden Lieferung: %s"
"Find Order By:","Bestellungen finden durch:"
"First Name","Vorname"
"From","Von"
"From Name","Von Name"
"From:","Von:"
"G.T. (Base)","Gesamtbetrag (Basis)"
"G.T. (Purchased)","Gesamtbetrag (Verkauft)"
"General","Allgemein"
"General Information","Allgemeine Informationen"
"Get Payment Update","Zahlungsaktualisierung abrufen"
"Get Update","Update erhalten"
"Get shipping methods and rates","Versandarten und -kosten abrufen"
"Gift Message","Grußnachricht"
"Gift Message for This Order","Grußnachricht für diese Bestellung"
"Gift Message for the Entire Order","Grußnachricht für die gesamte Bestellung"
"Gift Message for this Order","Grußnachricht für diesen Auftrag"
"Gift Options","Geschenkoptionen"
"Gift Wrapping for the Entire Order","Geschenkverpackung für die gesamte Bestellung"
"Girth","Umfang"
"Go to Home Page","Gehe zur Startseite"
"Grand Total","Gesamtsumme"
"Grand Total to Be Charged","Gesamtsumme, die belastet werden soll"
"Grand Total to be Charged","Gesamtsumme, die belastet werden soll"
"Grand Total (Excl. Tax)","Gesamtbetrag (ohne Steuern)"
"Grand Total (Incl. Tax)","Gesamtbetrag (mit Steuern)"
"Guest","Gast"
"Height","Höhe"
"Hide Customer IP","Kunden-IP verbergen"
"Hold","Zurückstellen"
"Hold action is not available.","Zurückstellen ist leider nicht möglich."
"Hold order","Bestellung zurückstellen"
"Home","Startseite"
"ID","ID"
"ID #","ID-Nr."
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s""","IPN ""Erstattet"". Erstattung vom Händler ausgestellt. Benachrichtigung über zurückerstatteten Betrag von %s registriert. Transaktions-ID: ""%s""."
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Erstattet"". Erstattung vom Händler ausgestellt. Benachrichtigung über zurückerstatteten Betrag von %s registriert. Transaktions-ID: ""%s"". Rechnungskorrektur wurde nicht erstellt. Bitte erstellen Sie offline eine Rechnungskorrektur."
"If empty, the default description above will be used.","Wenn leer, wird die Standardbeschreibung (siehe oben) verwendet."
"If empty, the default error above will be used.","Wenn leer, wird die Standard-Fehlernachricht (siehe oben) verwendet."
"If the invoice was created offline, try creating an offline creditmemo.","Wenn Rechnung offline erstellt wurde, versuchen Sie einen Offline Gutschein zu erstellen."
"Incl. Tax","Steuer inkludieren"
"Information","Information"
"Initial Fee","Einführungsgebühr"
"Initial Fees","Einführungsgebühren"
"Initial period payment","Zahlung für ersten Abrechnungszeitraum"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Unzureichende Informationen, um Versandetikette(n) zu erstellen. Bitte bestätigen Sie Ihre Laden-Informationen und Versandeinstellungen."
"Invalid block: %s.","Ungültiger Block: %s."
"Invalid carrier specified.","Ungültiger Versender angegeben."
"Invalid draw line data. Please define ""lines"" array.","Ungültige Zeilendaten. Bitte ""lines"" Array korrekt füllen."
"Invalid entity model","Ungültiges Entitätsmodell"
"Invalid item option format.","Ungültiges Format für Artikeloption."
"Invalid qty to invoice item ""%s""","Ungültige Anz., um Artikel ""%s"" zu fakturieren"
"Invalid qty to refund item ""%s""","Ungültige Anz., um Artikel ""%s"" zurückzuerstatten"
"Invalid qty to ship for item ""%s""","Ungültige Anz. bezüglich der Lieferung des Artikels ""%s"""
"Invalid renderer model","Ungültiges Renderer-Modell"
"Invalid request for adding product to quote.","Ungültige Anfrage, dem Angebot Artikel hinzuzufügen."
"Invalid value(s) for Qty to Ship","Unzulässige(r) Wert(e) für die Liefermenge"
"Invoice","Rechnung"
"Invoice #","Rechnung Nr. "
"Invoice # ","Rechnung Nr. "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Rechnung Nr. %1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Rechnung Nr. %s"
"Invoice #%s comment added","Kommentar zu Rechnung Nr. %s hinzugefügt"
"Invoice #%s created","Rechnung Nr. %s erstellt"
"Invoice Comment Email Sender","Rechnungskommentar eMail-Absender"
"Invoice Comment Email Template","Rechnungskommentar eMail-Vorlage"
"Invoice Comment Email Template for Guest","Rechnungskommentar eMail-Vorlage für Gäste"
"Invoice Comments","Rechnungskommentare"
"Invoice Date","Rechnungsdatum"
"Invoice Email Sender","Rechnung eMail-Absender"
"Invoice Email Template","Rechnung eMail-Vorlage"
"Invoice Email Template for Guest","Rechnung eMail-Vorlage für Gäste"
"Invoice Update","Rechnungsaktualisierung"
"Invoice Update for Guest","Rechnungsaktualisierung für Gäste"
"Invoice and Packing Slip Design","Rechnungs- und Lieferscheingestaltung"
"Invoice and Ship","Rechnung und Versand"
"Invoice canceling problem.","Problem beim Stornieren einer Rechnung."
"Invoice cannot be canceled.","Rechnung kann nicht storniert werden."
"Invoice cannot be captured.","Rechnung kann nicht erfasst werden."
"Invoice cannot be voided.","Rechnung kann nicht aufgehoben werden."
"Invoice capturing problem.","Problem beim Erfassen einer Rechnung."
"Invoice void problem","Problem beim Aufheben der Rechnung."
"Invoice will be created without communication with payment gateway.","Rechnung wird ohne Verbindung zur Zahlungsschnittstelle erstellt."
"Invoiced","In Rechnung gestellt"
"Invoiced:","In Rechnung gestellt:"
"Invoices","Rechnungen"
"Is Closed","Geschlossen"
"Item","Artikel"
"Item Status","Artikelstatus"
"Item object is not specified.","Artikelobjekt ist nicht näher bestimmt."
"Item options declaration error.","Fehler bei der Angabe der Artikeloptionen."
"Item ordered qty","Bestellte Menge des Artikels"
"Item qty declaration error.","Fehler bei Eingabe der Artikelmenge."
"Items","Artikel"
"Items Invoiced","In Rechnung gestellte Artikel"
"Items Ordered","Bestellte Artikel"
"Items Refunded","Rückvergütete Artikel"
"Items Shipped","Versandte Artikel"
"Items in the Package","Artikel im Paket"
"Items maximum quantity or price do not allow checkout.","Maximale Bestellanzahl für diesen Artikel überschritten oder die Bestellsumme ist zu hoch für den Warenkorb."
"Items options declaration error.","Fehler bei Angabe der Artikeloptionen."
"Items to Invoice","Artikel in Rechnung zu stellen"
"Items to Invoice and Ship","Artikel in Rechnung zu stellen und zu versenden"
"Items to Refund","Artikel zur Rückvergütung"
"Items to Ship","Zu versendende Artikel"
"Key","Schlüssel"
"Last Name","Nachname"
"Last Ordered Items","Zuletzt bestellte Artikel"
"Last status can\'t be unassigned from state.","Zuweisung des letzten Status kann nicht aufgehoben werden."
"Length","Länge"
"Link to the New Order","Link zur neuen Bestellung"
"Link to the Previous Order","Link zur vorherigen Bestellung"
"Logo for HTML Print View","Logo für HTML-Druckansicht<br />(auch für eMail-Vorlagen)"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo ausschließlich für HTML-Dokumente. Wenn leer, wird das voreingestellte Logo verwendet.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo für PDF-Ausdrucke (200x50)"
"Make Check payable to:","Scheck zur Auszahlung an:"
"Manage","Verwalten"
"Maximum amount available to refund is %s","Maximale Summe, die für eine Rückerstattung verfügbar ist, beträgt %s"
"Maximum shipping amount allowed to refund is: %s","Maximaler, erstattungsfähiger Versandbetrag ist: %s"
"Message","Nachricht"
"Message:","Nachricht:"
"Middle Name","Mittelname"
"Minimum Amount","Mindestbetrag"
"Minimum Order Amount","Mindestbestellsumme"
"Mixed","Gemischt"
"Most Viewed","Am häufigsten betrachtet"
"Most Viewed Products Report","Bericht über die am häufigsten betrachteten Artikel"
"Move to Shopping Cart","In den Warenkorb legen"
"Move to Wishlist","Auf Wunschzettel schreiben"
"Multi-address Description Message","Mehrfach-Adressen Beschreibung"
"Multi-address Error to Show in Shopping Cart","Mehrfach-Adressen Fehler im Warenkorb"
"My Orders","Meine Bestellungen"
"My Orders - Details","Meine Bestellungen - Details"
"N/A","Nicht verfügbar"
"Name","Name"
"New","Neu"
"New Billing Agreement","Neue Zahlungsvereinbarung"
"New Credit Memo","Neue Rechnungskorrektur"
"New Credit Memo for Guest","Neue Rechnungskorrektur für Gast"
"New Credit Memo for Invoice #%s","Neue Rechnungskorrektur für Rechnung Nr. %s"
"New Credit Memo for Order #%s","Neue Rechnungskorrektur für Bestellung Nr. %s"
"New Invoice","Neue Rechnung"
"New Invoice and Shipment for Order #%s","Neue Rechnung und Versand für Bestellung Nr. %s"
"New Invoice for Guest","Neue Rechnung für Gast"
"New Invoice for Order #%s","Neue Rechnung für Bestellung Nr. %s"
"New Order","Neue Bestellung"
"New Order Confirmation Email Sender","Bestellbestätigung eMail-Absender"
"New Order Confirmation Template","Vorlage für eine neue Bestellbestätigung"
"New Order Confirmation Template for Guest","Vorlage für eine neue Bestellbestätigung als Gast"
"New Order RSS","RSS für neue Bestellungen"
"New Order Status","Neuer Bestellstatus"
"New Order for Guest","Neue Bestellung für Gast"
"New Shipment","Neuer Versand"
"New Shipment for Guest","Neuer Versand für Gast"
"New Shipment for Order #%s","Neuer Versand für Bestellung Nr. %s"
"Newsletter Subscription","Newsletter-Abonnement"
"No","Nein"
"No Items","Keine Artikel"
"No Items To Refund","Keine Artikel zu erstatten"
"No Payment Methods","Keine Zahlungsmethoden"
"No detail for number ""%s""","Keine Details zu Nummer ""%s"""
"No information available.","Keine Informationen verfügbar."
"No items","Keine Artikel"
"No order(s) were put on hold.","Es wurden keine Bestellungen zurückgestellt."
"No order(s) were released from holding status.","Es wurden keine Bestellungen wiederaufgenommen."
"No ordered items","Keine bestellten Artikel"
"No shipping information available","Keine Versandinformation verfügbar"
"Nominal Items","Nominale Artikel"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Nominale Artikel können nur einzeln erworben werden. Um fortzufahren, entfernen Sie bitte die übrigen Artikel aus der Bestellung."
"Nominal order registered.","Nominale Bestellung erfasst."
"Not Capture","Nicht erfasst"
"Not Initialized","Nicht initialisiert"
"Not Notified","Nicht benachrichtigt"
"Not enough valid data to save the parent transaction ID.","Nicht ausreichend gültige Daten zum Speichern der übergeordneten Transaktionsnummer."
"Notification Not Applicable","Benachrichtigung nicht möglich"
"Notified","Benachrichtigt"
"Notify Customer by Email","Kunde per eMail benachrichtigen"
"Number","Nummer"
"Number of Invoiced Orders","Anzahl der in Rechnung gestellten Bestellungen"
"Number of Orders","Anzahl der Bestellungen"
"Number of Refunded Orders","Anzahl der erstatteten Bestellungen"
"OK","Akzeptieren"
"Offline Refunded","Offline erstattet"
"On Hold","Zurückgestellt"
"Online Refunded","Online erstattet"
"Order","Bestellung"
"Order #","Bestellung Nr. "
"Order # ","Bestellung Nr. "
"Order # %s","Bestellung Nr. %s"
"Order # %s %s | %s","Bestellung Nr. %s %s | %s"
"Order #%s","Bestellung Nr. %s"
"Order #%s - %s","Bestellung Nr. %s - %s"
"Order API","Bestell-API"
"Order Address Information","Bestell-Adressinformation"
"Order Comment","Kommentar zur Bestellung"
"Order Comment Email Sender","Bestellkommentar eMail-Absender"
"Order Comment Email Template","Bestellkommentar eMail-Vorlage"
"Order Comment Email Template for Guest","Bestellkommentar eMail-Vorlage für Gäste"
"Order Comments","Kommentare zur Bestellung"
"Order Credit Memos","Rechnungskorrektur für Bestellung"
