"""%s"" coupon code is not valid.","""%s"" Rabattkode ist ungültig."
"Order Currency:","Währung der Bestellung:"
"Order Date","Bestelldatum"
"Order Date (%s)","Bestelldatum (%s)"
"Order Date: ","Bestelldatum:"
"Order Date: %s","Bestelldatum: %s"
"Order Details","Bestelldaten"
"Order Grand Total","Bestellung Gesamtbetrag"
"Order History","Bestellverlauf"
"Order History Info","Info zum Bestellverlauf"
"Order ID","Bestellnummer"
"Order Information","Bestellinformationen"
"Order Invoices","Rechnungen zur Bestellung"
"Order Shipments","Versand zur Bestellung"
"Order State","Bestellzustand"
"Order Status","Bestellstatus"
"Order Status Information","Information zum Bestellstatus"
"Order Statuses","Bestellstatus und -zustände"
"Order Subtotal","Bestellung Zwischensumme"
"Order Taxes Report Grouped by Tax Rates","Bestellungssteuerbericht nach Steuersätzen gruppiert"
"Order Total","Bestellsumme"
"Order Totals","Bestellsummen"
"Order Update","Bestellaktualisierung"
"Order Update for Guest","Bestellaktualisierung für Gast"
"Order View","Bestellübersicht"
"Order credit memo","Rechnungskorrektur für Bestellung"
"Order does not allow to be canceled.","Es ist nicht gestattet, diese Bestellung zu stornieren."
"Order invoice","Rechnung zur Bestellung"
"Order is suspended as its authorizing amount %s is suspected to be fraudulent.","Bestellung wurde zurückgestellt, da der autorisierte Betrag %s als Betrugsversuch gewertet wurde."
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Bestellung wurde zurückgestellt, da der erfasste Betrag %s unter Umständen durch unbefugten Zugriff manipuliert wurde."
"Order object is not specified.","Bestellobjekt ist nicht näher bestimmt."
"Order saving error: %s","Fehler beim Speichern der Bestellung: %s"
"Order shipments","Versand zur Bestellung"
"Order status does not exist.","Bestellstatus existiert nicht."
"Order status with the same status code already exist.","Es existiert schon ein Bestellstatus mit diesem Statuskode."
"Order was placed using %s","Bestellung wurde aufgegeben mittels %s"
"Ordered","Bestellt"
"Ordered amount of %s.","Bestellte Anzahl von %s."
"Ordering amount of %s is pending approval on gateway.","Bestellwert von %s steht noch zur Freigabe vom Gateway aus."
"Orders","Bestellungen"
"Orders and Returns","Bestellungen und Retouren"
"Orders and Returns Search Form","Suchmaske Bestellungen und Retouren"
"Original Price","Originalpreis"
"Original order item that recurring payment profile correspondss to.","Ursprünglich bestellter Artikel, der dem Zahlungsprofil entspricht."
"PDF Credit Memos","PDF Rechnungskorrekturen"
"PDF Invoices","PDF Rechnungen"
"PDF Packingslips","PDF Packzettel"
"PDF Print-outs","PDF Ausdrucke"
"PDF object is not specified.","PDF-Objekt ist nicht spezifiziert."
"PDF page object is not specified.","PDF-Seitenobjekt ist nicht spezifiziert"
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","PDF-Gesamtmodell sollte Mage_Sales_Model_Order_Pdf_Total_Default erweitern"
"Package","Paket"
"Package types are disregarded for USPS domestic shipments.","Paket-Typen werden für den USPS-Inlandsversand nicht berücksichtigt."
"Packages","Verpackungen"
"Packingslip # ","Packzettel Nr."
"Paid","Bezahlt"
"Paid Amount","Gezahlter Betrag"
"Parent Transaction ID","Übergeordnete Transaktionsnummer"
"Parent transaction ID must have a transaction ID.","Übergeordnete Transaktionsnummer muss eine Transaktionsnummer besitzen."
"Partial","Unvollständig"
"Payment Failed","Zahlung fehlgeschlagen"
"Payment Information","Zahlungsinformation"
"Payment Method","Zahlungsart"
"Payment Method Name","Name der Zahlungsart"
"Payment Method:","Zahlungsart:"
"Payment Review","Zahlungsprüfung"
"Payment disallow storing objects.","Die Zahlung erlaubt keine Speicherung von Objekten."
"Payment transactions disallow storing objects.","Die Zahlungstransaktion erlaubt keine Speicherung von Objekten."
"Payment type","Zahlungsart"
"Payment update has been made.","Eine Aktualisierung der Zahlung ist erfolgt."
"Pending","Ausstehend"
"Pending Payment","Ausstehende Zahlung"
"Period","Zeitraum"
"Place Order Using Billing Agreements","Jetzt mit Zahlungsvereinbarungen kaufen"
"Placed from IP","Bestellt von IP-Nummer"
"Please Select Products to Add","Bitte wählen Sie hinzuzufügende Artikel"
"Please Select a Customer","Bitte wählen Sie einen Kunden"
"Please Select a Store","Bitte wählen Sie einen Laden aus"
"Please check billing address information. %s","Bitte überprüfen Sie die Rechnungsadresse. %s"
"Please check shipping address information. %s","Bitte überprüfen Sie die Versandadresse. %s"
"Please define PDF object before using.","Bitte bestimmen Sie vor Gebrauch das PDF-Objekt"
"Please enter positive number in this field.","Bitte schreiben Sie in dieses Feld positive Zahl."
"Please select a valid payment method.","Bitte wählen Sie eine gültige Zahlungsmethode."
"Please specify a shipping method.","Bitte geben Sie eine Versandart an."
"Please specify a valid grid column alias name that exists in grid table.","Bitte geben Sie eine gültige Reihenbezeichnung, die in der Matrix existiert, an."
"Price","Preis"
"Print","Drucken"
"Print All","Alles drucken"
"Print All Invoices","Alle Rechnungen drucken"
"Print All Refunds","Alle Erstattungen drucken"
"Print All Shipments","Alle Versandinformationen drucken"
"Print Credit Memos","Rechnungskorrekturen drucken"
"Print Invoice","Rechnung drucken"
"Print Invoices","Rechnungen drucken"
"Print Order","Bestellung drucken"
"Print Order # %s","Bestellung Nr. %s drucken"
"Print Packingslips","Packzettel drucken"
"Print Refund","Erstattung drucken"
"Print Shipment","Versandinformationen drucken"
"Print Shipping Label","Paketaufkleber drucken"
"Print Shipping Labels","Paketaufkleber drucken"
"Processing","Verarbeitung"
"Product","Artikel"
"Product Name","Artikelname"
"Products","Artikel"
"Products Bestsellers Report","Bericht der am meisten verkauften Artikel"
"Products in Comparison List","Artikel in der Vergleichsliste"
"Products should be added to package(s)","Artikel sollten dem Paket/den Paketen hinzugefügt werden"
"Profile #%s","Profil Nr. %s"
"Profile Information","Profil Information"
"Profile State","Profil Zustand"
"Profit","Gewinn"
"Promotion Coupons Usage Report","Bericht über die Verwendung von Werbungsgutscheinen"
"Proper payment object must be set.","Es muss ein geeignetes Bezahlungsobjekt eingestellt werden."
"Purchase Order Number:","Bestellungsnummer:"
"Purchased From","Gekauft von"
"Purchased From (Store)","Gekauft in (Laden)"
"Purchased Item","Gekaufter Artikel"
"Purchased On","Gekauft am"
"Qty","Menge"
"Qty Invoiced","In Rechnung gestellte Menge"
"Qty Ordered","Bestellte Menge"
"Qty Shipped","Versandte Menge"
"Qty To Add","Hinzuzufügende Menge"
"Qty to Add","Hinzuzufügende Menge"
"Qty to Invoice","Zu berechnende Menge"
"Qty to Refund","Zu erstattende Menge"
"Qty to Ship","Zu versendende Menge"
"Quantity Ordered","Bestellmenge"
"Quote item id is not received.","Die angegebene Artikelnummer wurde nicht empfangen."
"Quote item is not loaded.","Der bestellte Artikel wird nicht geladen."
"Rate","Steuersatz"
"Recent Orders","Kürzlich aufgegebene Bestellungen"
"Recently Compared Products","Kürzlich verglichene Artikel"
"Recently Viewed","Kürzlich angesehen"
"Recently Viewed Products","Kürzlich angesehene Artikel"
"Recurring Profile","Wiederkehrendes Profil"
"Recurring Profile # %s","Wiederkehrendes Profil Nr. %s"
"Recurring Profile Initial Fee","Wiederkehrendes Profil Einrichtungsgebühr"
"Recurring Profiles","Wiederkehrende Profile"
"Recurring Profiles (beta)","Wiederkehrende Profile (Beta)"
"Reference ID","Referenz-ID"
"Reference ID:","Referenz-ID:"
"Refresh","Aktualisieren"
"Refund","Erstattung"
"Refund #","Erstattung Nr."
"Refund #%s","Erstattung Nr. %s"
"Refund Amount","Erstattungsbetrag"
"Refund Offline","Erstattung (offline)"
"Refund Shipping","Versandkosten erstatten"
"Refund Shipping (Excl. Tax)","Versandkosten erstatten (exkl. Steuer)"
"Refund Shipping (Incl. Tax)","Versandkosten erstatten (inkl. Steuer)"
"Refund Totals","Erstattungen (Summe)"
"Refunded","Erstattet"
"Refunded amount of %s offline.","Erstatteter Betrag von %s offline."
"Refunded amount of %s online.","Erstatteter Betrag von %s online."
"Refunds","Erstattungen"
"Registered a Void notification.","Leere Nachricht erhalten."
"Registered notification about approved payment.","Nachricht über bestätigte Zahlung erhalten."
"Registered notification about captured amount of %s.","Nachricht über erfassten Betrag von %s erhalten."
"Registered notification about denied payment.","Nachricht über abgelehnte Zahlung erhalten."
"Registered notification about refunded amount of %s.","Nachricht über einen erstatteten Betrag von %s erhalten."
"Registered update about approved payment.","Nachricht über Aktualisierung einer bestätigten Zahlung erhalten."
"Registered update about denied payment.","Nachricht über Aktualisierung einer abgelehnten Zahlung erhalten."
"Regular Payment","Regelmäßige Zahlung"
"Related Orders","Dazugehörige Bestellungen"
"Remove","Entfernen"
"Remove Coupon Code","Gutscheinkode entfernen"
"Remove tracking number","Sendungsverfolgungs-Nummer entfernen"
"Reorder","Wieder bestellen"
"Retrieve credit memo info","Rechnungskorrektur-Information abrufen"
"Retrieve credit memo information","Rechnungskorrektur-Information abrufen"
"Retrieve credit memo list","Rechnungskorrektur-Liste abrufen"
"Retrieve invoice info","Rechnungsinformationen abrufen"
"Retrieve invoice information","Rechnungsinformationen abrufen"
"Retrieve list of credit memos by filters","Rechnungskorrekturliste nach Filtern abrufen"
"Retrieve list of invoices by filters","Rechnungsliste nach Filtern abrufen"
"Retrieve list of orders by filters","Bestellliste nach Filtern abrufen"
"Retrieve list of shipments by filters","Versandliste nach Filtern abrufen"
"Retrieve order information","Bestellinformation abrufen"
"Retrieve orders info","Bestellinformationen abrufen"
"Retrieve shipment info","Versandinformation abrufen"
"Retrieve shipment information","Versandinformation abrufen"
"Return to Stock","Zurück ins Lager"
"Returned","Zurückgesendet"
"Returns","Rücksendungen"
"Revenue","Umsatz"
"Row Subtotal","Pos. Zwischensumme"
"Row Total","Pos. Summe"
"SKU","Bestandseinheit (SKU)"
"Sales","Verkäufe"
"Sales Discount","Rabatt"
"Sales Emails","Verkaufs-eMails"
"Sales Emails Section","Bereich Verkaufs-eMail"
"Sales Invoice Print View","Verkaufsrechnung Druckansicht"
"Sales Items","Verkaufte Artikel"
"Sales Order Print View","Bestellung Druckansicht"
"Sales Section","Verkaufsbereich"
"Sales Shipment Print View","Versand Druckansicht"
"Sales Shipping","Versand"
"Sales Tax","Umsatzsteuer"
"Sales Total","Gesamtbetrag"
"Same As Billing Address","Identisch mit Rechnungsadresse"
"Save Order Address","Bestelladresse speichern"
"Save Status","Status speichern"
"Save Status Assignment","Statuszuweisung speichern"
"Save in address book","Speichern im Adressbuch"
"Schedule","Planen"
"Select","Auswählen"
"Select All","Alle auswählen"
"Select from existing customer addresses:","Wählen Sie eine bestehende Kundenadresse:"
"Selected option(s) or their combination is not currently available.","Ausgewählte Option(en) oder deren Kombination ist derzeit nicht verfügbar."
"Send Credit Memo Comment Email Copy To","Sende Rechnungskorrektur-Kommentar in Kopie an eMail"
"Send Credit Memo Comments Email Copy Method","Sende Rechnungskorrektur-Kommentar in Kopie (Methode)"
"Send Credit Memo Email Copy Method","Sende Rechnungskorrektur in Kopie (Methode)"
"Send Credit Memo Email Copy To","Sende Rechnungskorrektur in Kopie an eMail"
"Send Email","eMail senden"
"Send Invoice Comment Email Copy To","Sende Rechnungskommentar in Kopie an"
"Send Invoice Comments Email Copy Method","Sende Rechnungskommentar in Kopie (Methode)"
"Send Invoice Email Copy Method","Sende Rechnung in Kopie (Methode)"
"Send Invoice Email Copy To","Sende Rechnung in Kopie an eMail"
"Send Order Comment Email Copy To","Sende Bestellkommentar in Kopie an eMail"
"Send Order Comments Email Copy Method","Sende Bestellkommentar in Kopie (Methode)"
"Send Order Email","eMail mit der Bestellung versenden"
"Send Order Email Copy Method","Sende Bestellung in Kopie (Methode)"
"Send Order Email Copy To","Sende Bestellung in Kopie an eMail"
"Send Sales Emails","Verkaufs-eMails verschicken"
"Send Shipment Comment Email Copy To","Sende Versandinformationen in Kopie an eMail"
"Send Shipment Comments Email Copy Method","Sende Versandinformationen in Kopie (Methode)"
"Send Shipment Email Copy Method","Sende Lieferungsvermerk in Kopie an eMail"
"Send Shipment Email Copy To","Sende Lieferungsvermerk in Kopie (Methode)"
"Send Tracking Information","Rückverfolgungsinformation senden"
"Send shipment info","Versandinformationen senden"
"Set order","Reihenfolge festlegen"
"Set order for existing transactions not allowed","Es ist nicht erlaubt, für die bestehende Transaktion eine Bestellung festzulegen."
"Ship","Versand"
"Ship To","Versand an"
"Ship to Name","Versand an"
"Ship to:","Versand an:"
"Shipment","Versand"
"Shipment #","Versand Nr. "
"Shipment #%1$s | %3$s (%2$s)","Versand Nr. %1$s | %3$s (%2$s)"
"Shipment #%s","Versand Nr. %s"
"Shipment #%s comment added","Kommentar zu Versand Nr. %s hinzugefügt"
"Shipment #%s created","Versand Nr. %s erstellt"
"Shipment Comment Email Sender","Versandkommentar eMail-Absender"
"Shipment Comment Email Template","Versandkommentar eMail-Vorlage"
"Shipment Comment Email Template for Guest","Versandkommentar eMail-Vorlage für Gast"
"Shipment Comments","Versandkommentare"
"Shipment Email Sender","Versand eMail-Absender"
"Shipment Email Template","Versand eMail-Vorlage"
"Shipment Email Template for Guest","Versand eMail-Vorlage für Gast"
"Shipment Update","Versand Aktualisierung"
"Shipment Update for Guest","Versand Aktualisierung für Gast"
"Shipments","Lieferscheine"
"Shipped","Versandt"
"Shipped By","Geliefert von"
"Shipping","Versand"
"Shipping & Handling","Versand & Bearbeitung"
"Shipping &amp; Handling","Versand & Bearbeitung"
"Shipping &amp; Handling Information","Informationen zu Versand & Bearbeitung"
"Shipping Address","Versandadresse"
"Shipping Amount","Versandkosten"
"Shipping Information","Versandinformation"
"Shipping Method","Versandart"
"Shipping Method:","Versandart:"
"Shipping Refund","Versanderstattung"
"Shipping and Tracking Information","Versand- und Rückverfolgungsinformation"
"Shopping Cart","Warenkorb"
"Show Packages","Pakete anzeigen"
"Signature Confirmation","Zustellbestätigung"
"Signed Up From","Angemeldet seit"
"Size","Größe"
"Sku","Bestandseinheit (SKU)"
"Sold to:","Verkauft an:"
"Some item options or their combination are not currently available.","Einige Optionen oder deren Kombination sind zurzeit nicht verfügbar."
"Some of the products below do not have all the required options.","Einige der unten aufgeführten Artikel haben nicht alle der erforderlichen Optionen."
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","Einige der unten aufgeführten Artikel haben nicht alle der erforderlichen Optionen. Bitte editieren Sie diese Artikel und stellen alle verlangten Optionen ein."
"Some of the selected options are not currently available.","Einige der ausgewählten Optionen sind nicht verfügbar."
"Sorry, no quotes are available for this order at this time.","Es tut uns leid, es gibt derzeit keine Angebote für diese Bestellung."
"Source object is not specified.","Quellobjekt ist nicht angegeben."
"Specified profile does not exist.","Angegebenes Profil existiert nicht."
"State Code [State Title]","Zustandskode [Zustandsüberschrift]"
"State/Province","Bundesland/Provinz"
"Status","Status"
"Status Code","Status Kode"
"Status Label","Status Etikett"
"Status:","Status:"
"Store Credit","Guthaben im Laden"
"Store View Specific Labels","Ladenansicht Spezifische Bezeichnungen"
"Street Address","Anschrift (Straße, Hausnummer, PLZ)"
"Submit Comment","Kommentar übermitteln"
"Submit Credit Memo","Rechnungskorrektur übermitteln"
"Submit Invoice","Rechnung übermitteln"
"Submit Invoice and Shipment","Rechnung und Versandmitteilung übermitteln"
"Submit Order","Bestellung übermitteln"
"Submit Shipment","Lieferschein übermitteln"
"Subscribe to Newsletter","Newsletter abonnieren"
"Subscribe to Order Status","Bestellstatus abonnieren"
"Subtotal","Zwischensumme"
"Subtotal after discount.","Zwischensumme nach Rabatt."
"Subtotal:","Zwischensumme:"
"Suspected Fraud","Betrugsverdacht"
"Suspend","Aussetzen"
"Suspended","Ausgesetzt"
"Tax","Steuern"
"Tax Amount","Steuerbetrag"
"Tax Percent","Prozentsatz Steuern"
"Telephone","Telefon"
"The Order State ""%s"" must not be set manually.","Der Auftragsstatus ""%s"" darf nicht manuell festgelegt werden."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","Das Adress-Gesamtsummen-Model sollte die Klasse Mage_Sales_Model_Quote_Address_Total_Abstract erweitern."
"The billing agreement ""%s"" has been canceled.","Die Zahlungsvereinbarung ""%s"" wurde annuliert."
"The billing agreement ""%s"" has been created.","Die Zahlungsvereinbarung ""%s"" wurde erstellt."
"The coupon code has been accepted.","Der Rabattkode ist akzeptiert worden."
"The message has been sent.","Die Nachricht ist gesendet."
"The message was sent.","Die Nachricht ist gesendet worden."
"The order address has been updated.","Die Bestelladresse wurde aktualisiert."
"The order email has been sent.","Die Bestellbestätigung ist gesendet worden."
"The order has been cancelled.","Die Bestellung wurde storniert."
"The order has been created.","Die Bestellung wurde erstellt."
"The order has been put on hold.","Die Bestellung wurde auf Wartestellung gesetzt."
"The order has been released from holding status.","Die Bestellung wurde aus der Wartestellung genommen."
"The order has not been cancelled.","Die Bestellung wurde nicht storniert."
"The order status has been assigned.","Der Auftragsstatus wurde festgesetzt."
"The order status has been saved.","Der Auftragsstatus wurde gespeichert."
"The order status has been unassigned.","Der Auftragsstatus wurde entfernt."
"The order was not put on hold.","Die Bestellung wurde nicht auf Wartestellung gesetzt."
"The order was not unheld.","Der Auftrag ist nicht freigegeben worden."
"The order was placed using %s","Die Bestellung wurde unter Verwendung von %s durchgeführt"
"The order(s) cannot be canceled","Die Bestellung(en) konnte(n) nicht storniert werden"
"The payment has been accepted.","Die Bezahlung ist akzeptiert worden."
"The payment has been denied.","Die Zahlung wurde abgelehnt."
"The payment has been voided.","Die Zahlung wurde ungültig gemacht."
"The profile has been updated.","Das Profil wurde aktualisiert."
"The profile has no changes.","Es gibt keine Änderungen zum Profil."
"The profile state has been updated.","Der Profilzustand wurde aktualisiert."
"The quantity you want to add exceeds the total shipped quantity for some of selected Product(s)","Die von Ihnen hinzugefügte Menge überschreitet die zum Versand zugelassene Gesamtmenge einiger Artikel."
"The requested Payment Method is not available.","Die angeforderte Zahlungsart ist nicht verfügbar."
"The shipment has been sent.","Die Sendung wurde verschickt."
"The shipping label has been created.","Die Versandetikette wurde erstellt."
"The transaction ""%s"" (%s) is already closed.","Die Transaktion ""%s"" (%s) ist bereits abgeschlossen."
"The transaction ""%s"" cannot be captured yet.","Die Transaktion ""%s"" kann noch nicht erfasst werden."
"The value that you entered is not valid.","Der von Ihnen eingegebene Wert ist ungültig."
"There are no billing agreements yet.","Es gibt noch keine Zahlungsvereinbahrungen."
"There are no printable documents related to selected orders.","Es gibt keine ausdruckbaren Dokumente verbunden mit den gewählten Bestellungen."
"There are no shipping labels related to selected %s.","Es gibt keine Versandetiketten zu den ausgewählten %s."
"There are no shipping labels related to selected orders.","Es gibt keine Versandetiketten zu den ausgewählten Bestellungen."
"There are no shipping labels related to selected shipments.","Es gibt keine Versandetiketten zu den ausgewählten Sendungen."
"There is no need to approve this payment.","Diese Zahlung muss nicht bestätigt werden."
"There is no need to deny this payment.","Diese Bezahlung muss nicht verweigert werden."
"There is no update for the payment.","Es gibt keine Aktualisierung für diese Zahlung."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","Diese Mitteilung erscheint im Warenkorb, wenn die Zwischensumme nach Rabatt kleiner als der Mindestbetrag ist."
"This operation requires an existing transaction object.","Diese Operation erfordert ein existierendes Transaktionsobjekt."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","Diese Bestellung enthält (%s) Artikel und kann deshalb nicht mit der Administrator-Oberfläche bearbeitet werden. Wenn Sie fortfahren möchten, werden die (%s) Artikel entfernt, die Bestellung wird gelöscht und eine neue erstellt."
"This order no longer exists.","Diese Bestellung existiert nicht mehr."
"This product does not have any configurable options","Dieser Artikel besitzt keine konfigurierbaren Optionen"
"This profile state cannot be changed to ""%s"".","Dieser Profilzustand konnte nicht zu ""%s"" abgeändert werden."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","Dies erstellt eine Offline-Erstattung. Um eine Online-Erstattung zu erstellen, öffnen Sie eine Rechnung und erstellen Sie eine Rechnungskorrektur. Wollen Sie fortfahren?"
"Tier Pricing","Staffelpreise"
"Title","Titel"
"To","An"
"To Name","Name"
"To:","An:"
"Total","Gesamt"
"Total %d product(s)","Gesamt %d Artikel(e)"
"Total (ex)","Gesamt (zzgl.)"
"Total (inc)","Gesamt (inkl.)"
"Total Due","Gesamtsumme fällig"
"Total Invoiced","Gesamtsumme in Rechnung"
"Total Invoiced Paid","Gesamtsumme in Rechnung, bezahlt"
"Total Invoiced VS Paid Report","Gesamtsumme in Rechnung VS Paid Report"
"Total Invoiced not Paid","Gesamtsumme in Rechnung, nicht bezahlt"
"Total Ordered Report","Report Gesamtbestellvolumen"
"Total Paid","Gesamtsumme bezahlt"
"Total Qty","Gesamtanzahl"
"Total Refund","Gesamterstattung"
"Total Refunded","Gesamterstattung"
"Total Refunded Report","Gesamtreport zu Rückerstattungen"
"Total Sales Shipping","Gesamtsumme Versand"
"Total Shipped Report","Gesamtreport versendeter Produkte"
"Total Shipping","Gesamtsumme Versand"
"Total Shipping Charges","Gesamte Versandkosten"
"Total Tax","Gesamtsteuern"
"Total Weight","Gesamtgewicht"
"Total model should be extended from Mage_Sales_Model_Order_Total_Abstract.","Das Gesamtsummen-Model sollte die Klasse Mage_Sales_Model_Order_Total_Abstract erweitern."
"Track Order","Sendungsverfolgung"
"Track all shipment(s)","Alle Sendungen nachverfolgen"
"Track all shipments","Alle Sendungen nachverfolgen"
"Track this shipment","Diese Sendung nachverfolgen"
"Track your order","Ihre Bestellung nachverfolgen"
"Tracking","Sendungsverfolgung"
"Tracking Number","Verfolgungsnummer"
"Tracking Number(s):","Verfolgungsnummer(n):"
"Tracking number %s for %s assigned","Verfolgungsnummer %s für %s zugewiesen"
"Transaction ""%s"" was already processed.","Transaktion ""%s"" wurde schon bearbeitet."
"Transaction # %s | %s","Transaktions-Nr. %s | %s"
"Transaction ID","Transaktions-ID"
"Transaction ID must not be empty.","Transaktions-ID darf nicht leer sein."
"Transaction ID: ""%s"".","Transaktions-ID: ""%s""."
"Transaction Type","Transaktionstyp"
"Transactions","Transaktionen"
"Trial ","Test"
"Trial Payment","Probezahlung"
"Trial Period","Testperiode"
"Trial period payment","Test wiederkehrende Zahlung"
"Type","Art"
"Unassign","Zuweisung aufheben"
"Unhold","Wiederaufnehmen"
"Unhold action is not available.","Wiederaufnehmen ist nicht verfügbar."
"Unhold order","Bestellung wiederaufnehmen"
"Unknown State","Zustand unbekannt"
"Unknown Status","Status unbekannt"
"Unsupported transaction type ""%s"".","Nicht unterstützte Transaktions-Art ""%s""."
"Update Changes","Änderungen aktualisieren"
"Update Items and Qty\'s","Artikel und Mengen aktualisieren"
"Update Qty\'s","Anzahl aktualisieren"
"Updated At","Aktualisiert am"
"Updated:","Aktualisiert:"
"Use Aggregated Data (beta)","Verwende Sammlungsdaten (beta)"
"Use Order Status As Default","Bestellstatus als Voreinstellung verwenden"
"Validate Each Address Separately in Multi-address Checkout","Jede Adresse im Multiadress-Ausgang gesondert validieren"
"Value","Wert"
"View","Ansicht"
"View All","Alle ansehen"
"View Another Order","Eine andere Bestellung ansehen"
"View Order","Bestellung ansehen"
"Visible on Frontend","Sichtbar im Frontend"
"Void","Aufheben"
"Void invoice","Rechnung aufheben"
"Voided authorization.","Autorisierung aufgehoben."
"Website","Webseite"
"Weight","Gewicht"
"Whether buyer can define the date when billing for the profile begins.","Ob der Käufer das Datum festlegen kann, wann die Abrechnung für das Profil beginnt."
"Width","Breite"
"Wishlist","Wunschzettel"
"Wrong billing agreement ID specified.","Falsche Zahlungsvereinbarungs-ID angegeben."
"Wrong quote item id to update configuration.","Falsche Angebotskennnummer zur Aktualisierung der Konfiguration."
"Wrong state: ""%s"".","Falscher Zustand: ""%s""."
"Yes","Ja"
"You can leave a box blank if you don\'t wish to add a gift message for whole order","Sie können ein Eingabefeld leer lassen, wenn Sie keine Geschenkmitteilung für die gesamte Bestellung hinzufügen möchten."
"You don\'t have permissions to manage this order because of one or more products are not permitted for your website.","Sie haben keine Erlaubnis, diese Bestellung zu verwalten, weil eines oder mehrere Artikel für Ihre Webseite nicht zulässig sind."
"You have placed no orders.","Sie haben keine Bestellungen getätigt."
"You will be redirected to the payment system website.","Sie werden zur Zahlungsabwicklungs-Webseite weitergeleitet."
"Your credit card will be charged for","Ihre Kreditkarte wird belastet mit"
"ZIP Code","Postleitzahl"
"ZIP/Post Code","Postleitzahl"
"Zip/Postal Code","Postleitzahl"
"cm","cm"
"in","in"
"kg","kg"
"lb","US-Pfund"
"the credit memo email is not sent","die Rechnungskorrektur-eMail wurde nicht gesendet"
"the credit memo email was sent","die Rechnungskorrektur-eMail wurde versendet"
"the invoice email is not sent","die Rechnungs-eMail ist nicht versendet"
"the invoice email was sent","die Rechnungs-eMail wurde versendet"
"the order confirmation email is not sent","die Auftragsbestätigungs-eMail ist nicht versendet"
"the order confirmation email was sent","die Auftragsbestätigungs-eMail wurde versendet"
"the shipment email is not sent","die Versand-eMail wurde nicht gesendet"
"the shipment email was sent","die Versand-eMail wurde versendet"
