"'*' - matches any; 'xyz*' - matches any that begins on 'xyz' and not longer than %d.","'*' - gleicht mit allem ab; 'xyz*' - gleicht mit allem ab, was mit 'xyz' beginnt und nicht länger als %d ist."
"-- Please Select --","-- Bitte auswählen --"
"Add New Class","Neue Steuerklasse"
"Add New Tax Rate","Neuer Steuersatz"
"Add New Tax Rule","Neue Steuerregel"
"After Discount","Nach Rabatt"
"An error occurred while deleting this rate.","Beim Löschen dieses Steuersatzes ist ein Fehler aufgetreten."
"An error occurred while deleting this rate. Incorrect rate ID.","Beim Löschen dieses Steuersatzes ist ein Fehler aufgetreten. Inkorrekte SatzID."
"An error occurred while deleting this tax class.","Beim Löschen dieser Steuerklasse ist ein Fehler aufgetreten."
"An error occurred while deleting this tax rule.","Beim Löschen dieser Steuerregel ist ein Fehler aufgetreten."
"An error occurred while saving this rate.","Beim Speichern dieses Steuersatzes ist ein Fehler aufgetreten."
"An error occurred while saving this tax class.","Beim Speichern dieser Steuerklasse ist ein Fehler aufgetreten."
"An error occurred while saving this tax class. A class with the same name","Beim Speichern dieser Steuerklasse ist ein Fehler aufgetreten. Eine Klasse mit dem selben Namen"
"An error occurred while saving this tax rule.","Beim Speichern dieser Steuerregel ist ein Fehler aufgetreten."
"Apply Customer Tax","Kundensteuer verwenden"
"Apply Discount On Prices","Rabatt auf Preise anwenden"
"Apply Tax On","Steuer anwenden auf"
"Apply discount on price including tax is calculated based on store tax, if ""Apply Tax after Discount"" is selected.","Rabatt auf Preise inklusive Steuern anwenden basiert auf der für den Laden eingestellten Steuer, wenn ""Steuern nach Rabatt anwenden"" ausgewählt ist."
"Are you sure you want to do this?","Sind Sie sicher, dass Sie das tun wollen?"
"Back","Zurück"
"Before Discount","Vor Rabatt"
"CSV","CSV"
"Calculate off subtotal only","Nur aus der Zwischensumme berechnen"
"Calculation Settings","Berechnungseinstellungen"
"Catalog Prices","Katalogpreise"
"Cash on Delivery fee include tax","Nachnahmegebühr (Steuern inklusive)"
"Class Name","Klassenname"
"Click here to go to <a href=""%s"">Tax configuration</a> and change your settings.","Klicken Sie hier, um unter <a href=""%s"">Steuerkonfiguration</a> Ihre Einstellungen zu ändern."
"Code","Kode"
"Country","Land"
"Custom price if available","Individueller Preis, falls verfügbar"
"Customer Tax Class","Kundensteuerklasse"
"Customer Tax Class Information","Kundensteuerklasse Information"
"Customer Tax Classes","Kundensteuerklassen"
"Default Country","Land (voreingestellt)"
"Default Post Code","Postleitzahl (voreingestellt)"
"Default State","Bundesland (voreingestellt)"
"Default Tax Destination Calculation","Steuerberechnung basierend auf (voreingestellt)"
"Delete Class","Steuerklasse löschen"
"Delete Rate","Steuersatz löschen"
"Delete Rule","Steuerregel löschen"
"Display Cod Fee","Nachnahmegebühr anzeigen"
"Display Full Tax Summary","Steuerübersicht anzeigen"
"Display Prices","Preisanzeige"
"Display Product Prices In Catalog","Artikelpreise im Ladenkatalog anzeigen"
"Display Shipping Amount","Versandkosten anzeigen"
"Display Shipping Prices","Versandkosten anzeigen"
"Display Subtotal","Zwischensumme anzeigen"
"Display Zero Tax Subtotal","Steuerzwischensumme anzeigen, auch wenn sie Null ist"
"Edit Class","Steuerklasse bearbeiten"
"Edit Class '%s'","Steuerklasse bearbeiten '%s'"
"Edit Rule","Steuerregel ändern"
"Edit Tax Rate","Steuersatz bearbeiten"
"Enable Cross Border Trade","Aktiviere grenzüberschreitenden Handel"
"Excel XML","Excel-XML"
"Excl. Tax","Zzgl. Steuern"
"Excl. Tax:","Zzgl. Steuern:"
"Excluding Tax","Zuzüglich Steuern"
"Export Tax Rates","Steuersätze exportieren"
"Grand Total (Excl. Tax)","Gesamtsumme (zzgl. Steuern)"
"Grand Total (Excl.Tax)","Gesamtsumme (zzgl. Steuern)"
"Grand Total (Incl. Tax)","Gesamtsumme (inkl. Steuern)"
"Grand Total (Incl.Tax)","Gesamtsumme (inkl. Steuern)"
"Grand Total Excl. Tax","Gesamtsumme zzgl. Steuern"
"Grand Total Incl. Tax","Gesamtsumme inkl. Steuern"
"Ignore this notification","Ignorieren Sie diese Meldung"
"Import / Export Tax Rates","Steuersätze importieren / exportieren"
"Import Tax Rates","Steuersätze importieren"
"Inc. Tax","Inkl. Steuern"
"Incl. Tax","Steuer inkludieren"
"Incl. Tax:","Inkl. Steuern:"
"Include Tax In Grand Total","Steuer in Gesamtsumme einschließen"
"Including Tax","Inklusive Steuern"
"Including and Excluding Tax","Inklusive und zuzüglich Steuern"
"Invalid file format upload attempt","Ungültiges Dateiformat hochgeladen"
"Invalid file upload attempt","Ungültige Datei hochgeladen"
"Manage Customer Tax Classes","Kundensteuerklassen verwalten"
"Manage Product Tax Classes","Artikelsteuerklassen verwalten"
"Manage Tax Rates","Steuersätze verwalten"
"Manage Tax Rules","Steuerregeln verwalten"
"Manage Tax Zones & Rates","Steuerzonen und -sätze verwalten"
"Maximum zip code length is 9.","Maximale Länge der Postleitzahl beträgt 9 Ziffern."
"Name","Name"
"New Class","Neue Steuerklasse"
"New Rule","Neue Steuerregel"
"New Tax Rate","Neuer Steuersatz"
"No","Nein"
"None","Keine"
"One of the country has invalid code.","Eines der Bundesländer hat einen ungültigen Kode."
"Orders, Invoices, Credit Memos Display Settings","Anzeige-Einstellungen für Bestellungen, Rechnungen, Rechnungskorrekturen"
"Original price only","Nur Originalpreis"
"Please fill all required fields with valid information.","Bitte geben Sie in alle Pflichtfelder gültige Informationen ein."
"Please see <a href=""%s"">source</a> for more details.","Bitte lesen Sie <a href=""%s"">diese Hinweise zur Steuerkonfiguration</a>."
"Price Display Settings","Anzeige-Einstellungen für Preis"
"Priority","Priorität"
"Product Tax Class","Artikelsteuerklasse"
"Product Tax Class Information","Artikelsteuerklasse Information"
"Product Tax Classes","Artikelsteuerklassen"
"Range From","Im Bereich von"
"Range To","Im Bereich bis"
"Range To should be equal or greater than Range From.","Bereich ""bis"" muss gleich oder größer als Bereich ""von"" sein."
"Rate","Steuersatz"
"Rate Percent","Steuersatz in Prozent"
"Rate Percent should be a positive number.","Prozentsatz muss eine positive Zahl sein."
"Reset","Zurücksetzen"
"Row Total","Zeilensumme"
"Sales","Verkäufe"
"Save Class","Steuerklasse speichern"
"Save Rate","Steuersatz speichern"
"Save Rule","Regel speichern"
"Save and Continue Edit","Speichern und Bearbeitung fortsetzen"
"Shipping & Handling (Excl.Tax)","Versandkosten (exkl. MwSt.)"
"Shipping & Handling (Incl.Tax)","Versandkosten (inkl. MwSt)"
"Shipping & Handling Tax","Versandkosten & Steuern"
"Shipping (Excl. Tax)","Versand (excl. MwSt.)"
"Shipping (Incl. Tax)","Versand (inkl. MwSt.)"
"Shipping Excl. Tax (%s)","Versand exkl. MwSt. (%s)"
"Shipping Incl. Tax (%s)","Versand inkl. MwSt. (%s)"
"Shipping Prices","Versandpreise"
"Shopping Cart Display Settings","Anzeige-Einstellungen für Warenkorb"
"Sort Order","Sortierfolge"
"State","Bundesstaat"
"State/Region","Bundesstaat/Region"
"Subtotal (Excl. Tax)","Zwischensumme (exkl. MwSt.)"
"Subtotal (Excl.Tax)","Zwischensumme (exkl. MwSt.)"
"Subtotal (Incl. Tax)","Zwischensumme (inkl. MwSt.)"
"Subtotal (Incl.Tax)","Zwischensumme (inkl. MwSt.)"
"Subtotal only","Nur Zwischensumme"
"Tax","Steuer"
"Tax Calculation Based On","Steuerberechnung basiert auf"
"Tax Calculation Method Based On","Steuerberechnungsmethode basiert auf"
"Tax Class for Cash on Delivery Fee","Steuerklasse für Nachnahmegebühr"
"Tax Class for Shipping","Steuerklasse für Versand"
"Tax Classes","Steuerklassen"
"Tax Identifier","Steuerkennung"
"Tax Rate","Steuersatz"
"Tax Rate Information","Steuersatzinformation"
"Tax Rule Information","Steuerregelinformation"
"Tax Rules","Steuerregeln"
"Tax Section","Steuerbereich"
"Tax Titles","Steuerbezeichnungen"
"Tax rate cannot be removed. It exists in tax rule","Der Steuersatz kann nicht entfernt werden, da er in einer Steuerregel verwendet wird."
"Tax rates at the same priority are added, others are compounded.","Steuersätze mit der gleichen Priorität wurden angelegt, andere werden zusammengezogen."
"The tax class has been deleted.","Die Steuerklasse wurde gelöscht."
"The tax class has been saved.","Die Steuerklasse wurde gespeichert."
"The tax rate has been deleted.","Der Steuersatz wurde gelöscht."
"The tax rate has been imported.","Der Steuersatz wurde importiert."
"The tax rate has been saved.","Der Steuersatz wurde gespeichert."
"The tax rule has been deleted.","Die Steuerregel wurde gelöscht."
"The tax rule has been saved.","Die Steuerregel wurde gespeichert."
"This class no longer exists","Diese Klasse existiert nicht mehr."
"This rule no longer exists","Diese Regel existiert nicht mehr."
"This rule no longer exists.","Diese Regel existiert nicht mehr."
"Total","Gesamt"
"Unit Price","Einzelpreis"
"Warning tax configuration can result in rounding errors","Achtung: Steuer-Konfiguration kann zu Rundungsfehlern führen."
"Warning tax configuration can result in unexpected FPT prices on applicable devices","Warnung: Die Steuer-Konfiguration kann bei geeigneten Geräten zu unerwarteten Festpreis-Offerten führen"
"Warning tax discount configuration might result in different discounts than a customer might expect","Warnung: Diese Steuerrabatt-Konfiguration kann zu anderen als vom Kunden erwarteten Rabatten führen"
"When catalog price includes tax, enable this setting will fix the price no matter what the customer's tax rate is.","Wenn der Katalogpreis Steuern enthält, aktiviert diese Einstellung den Preis unabhängig vom Steuersatz des Kunden."
"Whether catalog prices entered by admin include tax.","Enthalten die per Admin-Panel erfassten Preise bereits Steuern?"
"Whether shipping amounts entered by admin or obtained from gateways include tax.","Enthalten die per Admin-Panel erfassten, oder über Gateways abgefragten Versandkosten bereits Steuern?"
"Yes","Ja"
"You cannot delete this tax class as it is used for %d customer groups.","Sie können diese Steuerklasse nicht löschen, da sie noch für %s Kundengruppe(n) verwendet wird."
"You cannot delete this tax class as it is used for %d products.","Sie können diese Steuerklasse nicht löschen, da sie noch für %d Artikel verwendet wird."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","Sie können diese Steuerklasse nicht löschen, da sie noch in Steuerregeln verwendet wird. Bitte löschen Sie diese Regeln zuerst."
"Zip code should not contain characters other than digits.","Postleitzahl darf keine anderen Zeichen als Ziffern enthalten."
"Zip/Post Code","Postleitzahl"
"Zip/Post is Range","Nur für bestimmte Postleitzahlen"
"for store(s)","für Laden"
